State Postal,County Name,TOTAL VOTES CAST,Last name,Votes,Last name,Votes,Ratio Obama/Romney
KY,Madison,33317,Obama,11512,Romney,21128,0.5448693677
KY,Magoffin,4905,Obama,1433,Romney,3391,0.4225892067
KY,Marion,7316,Obama,3418,Romney,3800,0.8994736842
KY,Marshall,15714,Obama,5022,Romney,10402,0.4827917708
KY,Martin,3824,Obama,574,Romney,3180,0.1805031447
KY,Mason,6879,Obama,2592,Romney,4197,0.6175839886
KY,Meade,10915,Obama,4122,Romney,6606,0.6239782016
KY,Menifee,2598,Obama,1048,Romney,1484,0.7061994609
KY,Mercer,9936,Obama,2966,Romney,6820,0.4348973607
KY,Metcalfe,4184,Obama,1425,Romney,2676,0.5325112108
KY,Monroe,4746,Obama,936,Romney,3762,0.2488038278
KY,Montgomery,10248,Obama,3701,Romney,6398,0.5784620194
KY,Morgan,4472,Obama,1369,Romney,3021,0.4531612049
KY,Muhlenberg,12737,Obama,4771,Romney,7762,0.6146611698
KY,Nelson,18532,Obama,7611,Romney,10673,0.7131078422
KY,Nicholas,2580,Obama,948,Romney,1583,0.5988629185
KY,Ohio,9646,Obama,2987,Romney,6470,0.4616692427
KY,Oldham,29873,Obama,9240,Romney,20179,0.4579017791
KY,Owen,4555,Obama,1501,Romney,2971,0.5052170986
KY,Owsley,1580,Obama,283,Romney,1279,0.2212666145
KY,Pendleton,5534,Obama,1859,Romney,3556,0.5227784027
KY,Perry,10240,Obama,2047,Romney,8040,0.25460199
KY,Pike,23632,Obama,5645,Romney,17589,0.3209392234
KY,Powell,4441,Obama,1620,Romney,2726,0.5942773294
KY,Pulaski,26003,Obama,4976,Romney,20714,0.2402240031
KY,Robertson,935,Obama,340,Romney,579,0.5872193437
KY,Rockcastle,6216,Obama,1097,Romney,5028,0.2181782021
KY,Rowan,7641,Obama,3438,Romney,4035,0.8520446097
KY,Russell,7907,Obama,1445,Romney,6346,0.2277024898
KY,Scott,20565,Obama,7532,Romney,12679,0.5940531588
KY,Shelby,18659,Obama,6634,Romney,11790,0.5626802375
KY,Simpson,7089,Obama,2650,Romney,4355,0.6084959816
KY,Spencer,8431,Obama,2549,Romney,5726,0.445162417
KY,Taylor,10946,Obama,3284,Romney,7551,0.4349092835
KY,Todd,4718,Obama,1403,Romney,3247,0.4320911611
KY,Trigg,6740,Obama,2115,Romney,4520,0.467920354
KY,Trimble,3540,Obama,1355,Romney,2133,0.6352555087
KY,Union,5975,Obama,1941,Romney,3952,0.4911437247
KY,Warren,43889,Obama,16805,Romney,26384,0.636939054
KY,Washington,5218,Obama,1669,Romney,3495,0.4775393419
KY,Wayne,7210,Obama,1855,Romney,5289,0.3507279259
KY,Webster,5470,Obama,1765,Romney,3607,0.48932631
KY,Whitley,13068,Obama,2683,Romney,10232,0.2622165754
KY,Wolfe,2559,Obama,976,Romney,1542,0.6329442283
KY,Woodford,12331,Obama,4883,Romney,7218,0.6765031865
LA,Louisiana,1993555,Obama,808496,Romney,1152460,0.7015393159
LA,Acadia,26834,Obama,6559,Romney,19931,0.3290853444
LA,Allen,9306,Obama,2616,Romney,6495,0.4027713626
LA,Ascension,51056,Obama,16343,Romney,33846,0.4828635585
LA,Assumption,10991,Obama,4754,Romney,6082,0.7816507728
LA,Avoyelles,17027,Obama,6075,Romney,10667,0.5695134527
LA,Beauregard,14223,Obama,2827,Romney,11111,0.2544325443
LA,Bienville,7203,Obama,3490,Romney,3641,0.958527877
LA,Bossier,48559,Obama,12955,Romney,34986,0.3702909735
LA,Caddo,111516,Obama,57879,Romney,52378,1.1050250105
LA,Calcasieu,81718,Obama,28357,Romney,51844,0.5469678266
LA,Caldwell,4716,Obama,1016,Romney,3640,0.2791208791
LA,Cameron,3744,Obama,408,Romney,3260,0.1251533742
LA,Catahoula,4193,Obama,1408,Romney,2744,0.5131195335
LA,Claiborne,6732,Obama,3014,Romney,3649,0.8259797205
LA,Concordia,9380,Obama,3833,Romney,5450,0.7033027523
LA,DeSoto,13050,Obama,5552,Romney,7353,0.7550659595
LA,East Baton Rouge,197912,Obama,102460,Romney,92235,1.1108581341
LA,East Carroll,3384,Obama,2244,Romney,1122,2
LA,East Feliciana,10209,Obama,4648,Romney,5397,0.8612191958
LA,Evangeline,15765,Obama,5330,Romney,10176,0.5237814465
LA,Franklin,9336,Obama,2921,Romney,6294,0.4640927868
LA,Grant,8666,Obama,1421,Romney,7082,0.200649534
LA,Iberia,33392,Obama,12129,Romney,20890,0.5806127334
LA,Iberville,17014,Obama,9548,Romney,7271,1.3131618759
LA,Jackson,7529,Obama,2305,Romney,5132,0.4491426345
LA,Jefferson,175733,Obama,70000,Romney,102325,0.684094796
LA,Jeff Davis,13733,Obama,3483,Romney,10014,0.3478130617
LA,Lafayette,98637,Obama,31766,Romney,64989,0.4887904107
LA,Lafourche,38725,Obama,9543,Romney,28332,0.3368276154
LA,LaSalle,6572,Obama,764,Romney,5726,0.1334264757
LA,Lincoln,18974,Obama,7947,Romney,10731,0.740564719
LA,Livingston,54033,Obama,7448,Romney,45488,0.1637354907
LA,Madison,5187,Obama,3154,Romney,2000,1.577
LA,Morehouse,12613,Obama,5887,Romney,6591,0.8931876802
LA,Natchitoches,17257,Obama,7941,Romney,9077,0.8748485182
LA,Orleans,157233,Obama,126199,Romney,27967,4.5124253585
LA,Ouachita,68437,Obama,26629,Romney,40927,0.6506462726
LA,Plaquemines,10235,Obama,3597,Romney,6469,0.5560364817
LA,Pointe Coupee,12147,Obama,5436,Romney,6548,0.8301771533
LA,Rapides,58008,Obama,20040,Romney,37187,0.538898002
LA,Red River,4807,Obama,2253,Romney,2483,0.9073701168
LA,Richland,11507,Obama,4074,Romney,7316,0.556861673
LA,Sabine,10050,Obama,2194,Romney,7735,0.283645766
LA,St. Bernard,13944,Obama,5052,Romney,8497,0.5945627869
LA,St. Charles,25330,Obama,8894,Romney,15936,0.5581074297
LA,St. Helena,7093,Obama,4233,Romney,2756,1.5359216255
LA,St. James,12391,Obama,7055,Romney,5209,1.3543866385
LA,St. John the Baptist,21122,Obama,13178,Romney,7620,1.7293963255
LA,St. Landry,41647,Obama,19668,Romney,21475,0.9158556461
LA,St. Martin,25430,Obama,9419,Romney,15653,0.6017376861
LA,St. Mary,23636,Obama,9448,Romney,13883,0.6805445509
LA,St. Tammany,112884,Obama,25723,Romney,84710,0.3036595443
LA,Tangipahoa,50090,Obama,17720,Romney,31583,0.5610613305
LA,Tensas,2812,Obama,1564,Romney,1230,1.2715447154
LA,Terrebonne,42335,Obama,12071,Romney,29500,0.4091864407
LA,Union,10766,Obama,3075,Romney,7561,0.4066922365
LA,Vermilion,24984,Obama,5718,Romney,18909,0.3023956846
LA,Vernon,15606,Obama,3173,Romney,12146,0.2612382677
LA,Washington,18100,Obama,6351,Romney,11470,0.5537053182
LA,Webster,18413,Obama,6802,Romney,11397,0.5968237255
LA,West Baton Rouge,12772,Obama,5692,Romney,6920,0.8225433526
LA,West Carroll,4548,Obama,853,Romney,3628,0.2351157663
LA,West Feliciana,5777,Obama,2441,Romney,3257,0.7494626957
LA,Winn,6532,Obama,1919,Romney,4539,0.4227803481
MA,Massachusetts,3129731,Obama,1901276,Romney,1178245,1.6136508112
MA,Abington,8244,Obama,4104,Romney,4051,1.0130831893
MA,Acton,11848,Obama,7779,Romney,3851,2.0199948065
MA,Acushnet,5289,Obama,3021,Romney,2183,1.3838754008
MA,Adams,3905,Obama,3010,Romney,818,3.6797066015
MA,Agawam,14354,Obama,7288,Romney,6870,1.0608442504
MA,Alford,304,Obama,233,Romney,64,3.640625
MA,Amesbury,8396,Obama,4817,Romney,3446,1.3978525827
MA,Amherst,14883,Obama,12316,Romney,1872,6.5790598291
MA,Andover,18598,Obama,9287,Romney,9053,1.0258477853
MA,Aquinnah,297,Obama,251,Romney,38,6.6052631579
MA,Arlington,25799,Obama,18580,Romney,6659,2.7902087401
MA,Ashburnham,3212,Obama,1621,Romney,1529,1.0601700458
MA,Ashby,1830,Obama,827,Romney,961,0.8605619147
MA,Ashfield,1121,Obama,892,Romney,187,4.7700534759
MA,Ashland,8512,Obama,4954,Romney,3407,1.45406516
MA,Athol,4712,Obama,2525,Romney,2070,1.2198067633
MA,Attleboro,19128,Obama,10369,Romney,8406,1.2335236736
MA,Auburn,8778,Obama,4495,Romney,4116,1.092079689
MA,Avon,2394,Obama,1221,Romney,1131,1.0795755968
MA,Ayer,3644,Obama,2023,Romney,1557,1.2992935132
MA,Barnstable,25437,Obama,12842,Romney,12290,1.0449145647
MA,Barre,2683,Obama,1343,Romney,1279,1.050039093
MA,Becket,967,Obama,684,Romney,259,2.6409266409
MA,Bedford,7628,Obama,4436,Romney,3046,1.4563361786
MA,Belchertown,7587,Obama,4542,Romney,2886,1.5738045738
MA,Bellingham,5515,Obama,4256,Romney,1119,3.8033958892
MA,Belmont,14077,Obama,9108,Romney,4728,1.9263959391
MA,Berkley,3297,Obama,1569,Romney,1686,0.9306049822
MA,Berlin,1803,Obama,917,Romney,830,1.1048192771
MA,Bernardston,1166,Obama,809,Romney,329,2.4589665653
MA,Beverly,20635,Obama,12075,Romney,8304,1.4541184971
MA,Billerica,19998,Obama,9774,Romney,9925,0.9847858942
MA,Blackstone,4315,Obama,2221,Romney,2027,1.0957079428
MA,Blandford,660,Obama,300,Romney,348,0.8620689655
MA,Bolton,3046,Obama,1537,Romney,1457,1.0549073439
MA,Boston,248482,Obama,196096,Romney,48227,4.0661040496
MA,Bourne,10077,Obama,4719,Romney,5252,0.8985148515
MA,Boxborough,2928,Obama,1737,Romney,1134,1.5317460317
MA,Boxford,5142,Obama,2049,Romney,3032,0.6757915567
MA,Boylston,2678,Obama,1284,Romney,1341,0.9574944072
MA,Braintree,19461,Obama,10015,Romney,9217,1.0865791472
MA,Brewster,6517,Obama,3669,Romney,2748,1.3351528384
MA,Bridgewater,12020,Obama,5774,Romney,6089,0.9482673674
MA,Brimfield,2042,Obama,897,Romney,1094,0.8199268739
MA,Brockton,34118,Obama,25140,Romney,8668,2.9003230272
MA,Brookfield,1720,Obama,822,Romney,853,0.9636576788
MA,Brookline,27935,Obama,21761,Romney,5717,3.8063669757
MA,Buckland,1034,Obama,750,Romney,252,2.9761904762
MA,Burlington,13318,Obama,6971,Romney,6187,1.1267173105
MA,Cambridge,48787,Obama,41991,Romney,5340,7.8634831461
MA,Canton,12319,Obama,6430,Romney,5752,1.1178720445
MA,Carlisle,3348,Obama,1959,Romney,1318,1.4863429439
MA,Carver,6046,Obama,2870,Romney,3107,0.9237206308
MA,Charlemont,639,Obama,456,Romney,166,2.7469879518
MA,Charlton,6706,Obama,2910,Romney,3660,0.7950819672
MA,Chatham,4614,Obama,2287,Romney,2278,1.0039508341
MA,Chelmsford,19459,Obama,9606,Romney,9534,1.0075519194
MA,Chelsea,8375,Obama,6760,Romney,1510,4.4768211921
MA,Cheshire,1741,Obama,1216,Romney,493,2.4665314402
MA,Chester,661,Obama,331,Romney,305,1.0852459016
MA,Chesterfield,716,Obama,455,Romney,228,1.9956140351
MA,Chicopee,22923,Obama,14292,Romney,8237,1.7350977298
MA,Chilmark,727,Obama,585,Romney,127,4.6062992126
MA,Clarksburg,857,Obama,613,Romney,232,2.6422413793
MA,Clinton,6064,Obama,3492,Romney,2451,1.4247246022
MA,Cohasset,4863,Obama,2226,Romney,2595,0.8578034682
MA,Colrain,881,Obama,618,Romney,232,2.6637931034
MA,Concord,10960,Obama,7282,Romney,3509,2.0752351097
MA,Conway,1250,Obama,926,Romney,288,3.2152777778
MA,Cummington,528,Obama,368,Romney,139,2.6474820144
MA,Dalton,3388,Obama,2433,Romney,888,2.7398648649
MA,Danvers,14507,Obama,7344,Romney,6984,1.0515463918
MA,Dartmouth,16024,Obama,9817,Romney,5964,1.6460429242
MA,Dedham,13611,Obama,7718,Romney,5719,1.3495366323
MA,Deerfield,3018,Obama,2103,Romney,839,2.5065554231
MA,Dennis,9245,Obama,4892,Romney,4244,1.1526861451
MA,Dighton,3628,Obama,1743,Romney,1842,0.9462540717
MA,Douglas,4509,Obama,1894,Romney,2542,0.7450826121
MA,Dover,3574,Obama,1531,Romney,2004,0.7639720559
MA,Dracut,15175,Obama,6925,Romney,8026,0.8628208323
MA,Dudley,5067,Obama,2466,Romney,2544,0.9693396226
MA,Dunstable,1889,Obama,819,Romney,1034,0.7920696325
MA,Duxbury,9662,Obama,4244,Romney,5325,0.7969953052
MA,East Bridgewater,7298,Obama,3340,Romney,3867,0.8637186449
MA,East Brookfield,1146,Obama,469,Romney,662,0.7084592145
MA,Eastham,3678,Obama,2187,Romney,1446,1.5124481328
MA,Easthampton,9002,Obama,6281,Romney,2463,2.5501421031
MA,East Longmeadow,8704,Obama,4085,Romney,4523,0.9031616184
MA,Easton,11989,Obama,5690,Romney,6162,0.923401493
MA,Edgartown,2562,Obama,1699,Romney,827,2.0544135429
MA,Egremont,840,Obama,676,Romney,151,4.4768211921
MA,Erving,770,Obama,557,Romney,200,2.785
MA,Essex,2158,Obama,1154,Romney,962,1.1995841996
MA,Everett,13110,Obama,9392,Romney,3582,2.6219988833
MA,Fairhaven,8255,Obama,5019,Romney,3082,1.6284879948
MA,Fall River,29467,Obama,21724,Romney,7323,2.9665437662
MA,Falmouth,19404,Obama,11013,Romney,8130,1.3546125461
MA,Fitchburg,14364,Obama,8504,Romney,5574,1.525654826
MA,Florida,389,Obama,254,Romney,127,2
MA,Foxborough,9663,Obama,4745,Romney,4798,0.9889537307
MA,Framingham,27704,Obama,18340,Romney,8938,2.0519131797
MA,Franklin,17401,Obama,8589,Romney,8549,1.0046789098
MA,Freetown,4632,Obama,2301,Romney,2241,1.0267737617
MA,Gardner,8192,Obama,4687,Romney,3323,1.4104724646
MA,Georgetown,4915,Obama,2272,Romney,2577,0.881645324
MA,Gill,887,Obama,646,Romney,212,3.0471698113
MA,Gloucester,15427,Obama,9680,Romney,5511,1.7564870259
MA,Goshen,614,Obama,395,Romney,198,1.9949494949
MA,Gosnold,87,Obama,49,Romney,36,1.3611111111
MA,Grafton,9450,Obama,4853,Romney,4427,1.0962276937
MA,Granby,3486,Obama,1862,Romney,1570,1.1859872611
MA,Granville,890,Obama,374,Romney,502,0.7450199203
MA,Great Barrington,3587,Obama,2916,Romney,595,4.9008403361
MA,Greenfield,8340,Obama,6175,Romney,1891,3.2654680063
MA,Groton,6113,Obama,3201,Romney,2806,1.140769779
MA,Groveland,3970,Obama,1824,Romney,2080,0.8769230769
MA,Hadley,3071,Obama,2119,Romney,886,2.3916478555
MA,Halifax,3108,Obama,997,Romney,2065,0.4828087167
MA,Hamilton,4446,Obama,2163,Romney,2204,0.9813974592
MA,Hampden,2905,Obama,1286,Romney,1569,0.8196303378
MA,Hancock,382,Obama,228,Romney,142,1.6056338028
MA,Hanover,8323,Obama,3342,Romney,4910,0.6806517312
MA,Hanson,5568,Obama,2512,Romney,2999,0.8376125375
MA,Hardwick,1309,Obama,710,Romney,559,1.2701252236
MA,Harvard,3603,Obama,2166,Romney,1362,1.59030837
MA,Harwich,8099,Obama,4376,Romney,3607,1.2131965622
MA,Hatfield,2035,Obama,1362,Romney,638,2.1347962382
MA,Haverhill,27535,Obama,15342,Romney,11758,1.3048137438
MA,Hawley,198,Obama,126,Romney,65,1.9384615385
MA,Heath,426,Obama,292,Romney,124,2.3548387097
MA,Hingham,14116,Obama,6750,Romney,7231,0.9334808464
MA,Hinsdale,1057,Obama,728,Romney,297,2.4511784512
MA,Holbrook,5498,Obama,3024,Romney,2402,1.2589508743
MA,Holden,10503,Obama,5055,Romney,5294,0.9548545523
MA,Holland,1324,Obama,593,Romney,690,0.8594202899
MA,Holliston,8267,Obama,4621,Romney,3502,1.3195316962
MA,Holyoke,16388,Obama,12492,Romney,3639,3.4328112119
MA,Hopedale,3282,Obama,1698,Romney,1527,1.1119842829
MA,Hopkinton,8654,Obama,4197,Romney,4334,0.9683894785
MA,Hubbardston,2600,Obama,1160,Romney,1381,0.8399710355
MA,Hudson,10012,Obama,5642,Romney,4183,1.3487927325
MA,Hull,6068,Obama,3576,Romney,2417,1.4795200662
MA,Huntington,1099,Obama,554,Romney,479,1.1565762004
MA,Ipswich,8295,Obama,4417,Romney,3742,1.180384821
MA,Kingston,6965,Obama,3176,Romney,3724,0.8528464017
MA,Lakeville,5784,Obama,2411,Romney,3301,0.7303847319
MA,Lancaster,3710,Obama,1724,Romney,1914,0.9007314525
MA,Lanesborough,1596,Obama,1144,Romney,430,2.6604651163
MA,Lawrence,21884,Obama,18240,Romney,3459,5.2732003469
MA,Lee,2912,Obama,2150,Romney,713,3.01542777
MA,Leicester,5507,Obama,2744,Romney,2667,1.0288713911
MA,Lenox,3049,Obama,2318,Romney,675,3.4340740741
MA,Leominster,18606,Obama,9769,Romney,8540,1.143911007
MA,Leverett,1220,Obama,987,Romney,183,5.393442623
MA,Lexington,18257,Obama,12675,Romney,5287,2.3973898241
MA,Leyden,462,Obama,339,Romney,115,2.947826087
MA,Lincoln,3660,Obama,2558,Romney,1055,2.4246445498
MA,Littleton,5382,Obama,2915,Romney,2357,1.2367416207
MA,Longmeadow,8614,Obama,4851,Romney,3662,1.324685964
MA,Lowell,33778,Obama,22597,Romney,10586,2.1346117514
MA,Ludlow,9671,Obama,5233,Romney,4295,1.2183934808
MA,Lunenburg,5895,Obama,2748,Romney,3038,0.9045424621
MA,Lynn,31800,Obama,22965,Romney,8463,2.7135767458
MA,Lynnfield,7260,Obama,2773,Romney,4419,0.6275175379
MA,Malden,20968,Obama,14940,Romney,5714,2.6146307315
MA,Manchester,3473,Obama,1886,Romney,1539,1.2254710851
MA,Mansfield,11948,Obama,5910,Romney,5855,1.0093936806
MA,Marblehead,12364,Obama,6824,Romney,5422,1.2585761712
MA,Marion,3226,Obama,1725,Romney,1456,1.1847527473
MA,Marlborough,16706,Obama,9576,Romney,6867,1.3944954128
MA,Marshfield,15071,Obama,7041,Romney,7866,0.8951182304
MA,Mashpee,8280,Obama,4133,Romney,4058,1.0184820108
MA,Mattapoisett,3953,Obama,2041,Romney,1855,1.1002695418
MA,Maynard,5788,Obama,3635,Romney,2023,1.7968363816
MA,Medfield,7415,Obama,3448,Romney,3864,0.8923395445
MA,Medford,27401,Obama,18613,Romney,8294,2.2441523993
MA,Medway,7232,Obama,3615,Romney,3519,1.0272804774
MA,Melrose,15427,Obama,9289,Romney,5936,1.5648584906
MA,Mendon,3406,Obama,1517,Romney,1840,0.8244565217
MA,Merrimac,3566,Obama,1844,Romney,1657,1.1128545564
MA,Methuen,21470,Obama,11048,Romney,10168,1.0865460268
MA,Middleborough,11410,Obama,5192,Romney,6029,0.8611710068
MA,Middlefield,291,Obama,202,Romney,77,2.6233766234
MA,Middleton,4610,Obama,1909,Romney,2651,0.7201056205
MA,Milford,12814,Obama,7129,Romney,5504,1.2952398256
MA,Millbury,6784,Obama,3410,Romney,3262,1.0453709381
MA,Millis,4736,Obama,2421,Romney,2232,1.0846774194
MA,Millville,1557,Obama,717,Romney,813,0.8819188192
MA,Milton,15803,Obama,9499,Romney,6122,1.5516171186
MA,Monroe,53,Obama,32,Romney,21,1.5238095238
MA,Monson,4291,Obama,2176,Romney,2032,1.0708661417
MA,Montague,4212,Obama,3213,Romney,873,3.6804123711
MA,Monterey,529,Obama,417,Romney,97,4.2989690722
MA,Montgomery,507,Obama,220,Romney,274,0.802919708
MA,Mount Washington,108,Obama,83,Romney,19,4.3684210526
MA,Nahant,2295,Obama,1371,Romney,897,1.5284280936
MA,Nantucket,6097,Obama,3828,Romney,2185,1.7519450801
MA,Natick,18642,Obama,11600,Romney,6757,1.7167381974
MA,Needham,16903,Obama,10207,Romney,6513,1.5671733456
MA,New Ashford,153,Obama,107,Romney,40,2.675
MA,New Bedford,33220,Obama,25205,Romney,7541,3.3423949078
MA,New Braintree,559,Obama,283,Romney,257,1.1011673152
MA,Newbury,4432,Obama,2272,Romney,2100,1.0819047619
MA,Newburyport,11011,Obama,6784,Romney,4059,1.6713476226
MA,New Marlborough,836,Obama,572,Romney,240,2.3833333333
MA,New Salem,606,Obama,381,Romney,205,1.8585365854
MA,Newton,44963,Obama,32099,Romney,12154,2.6410235313
MA,Norfolk,5698,Obama,2424,Romney,3199,0.7577367927
MA,North Adams,5710,Obama,4427,Romney,1144,3.8697552448
MA,Northampton,15915,Obama,13110,Romney,2179,6.0165213401
MA,North Andover,15131,Obama,6991,Romney,7992,0.8747497497
MA,North Attleborough,14147,Obama,6602,Romney,7331,0.9005592689
MA,Northborough,8394,Obama,4387,Romney,3872,1.1330061983
MA,Northbridge,7607,Obama,3408,Romney,4072,0.836935167
MA,North Brookfield,2367,Obama,1050,Romney,1271,0.8261211644
MA,Northfield,1627,Obama,1115,Romney,473,2.3572938689
MA,North Reading,8741,Obama,3986,Romney,4641,0.8588666236
MA,Norton,9052,Obama,4454,Romney,4449,1.0011238481
MA,Norwell,6460,Obama,2714,Romney,3684,0.73669924
MA,Norwood,14596,Obama,8098,Romney,6292,1.2870311507
MA,Oak Bluffs,2781,Obama,1955,Romney,795,2.4591194969
MA,Oakham,1146,Obama,509,Romney,609,0.8357963875
MA,Orange,3235,Obama,1818,Romney,1325,1.3720754717
MA,Orleans,4467,Obama,2496,Romney,1922,1.2986472425
MA,Otis,829,Obama,489,Romney,311,1.5723472669
MA,Oxford,6494,Obama,3125,Romney,3261,0.9582950015
MA,Palmer,5636,Obama,3020,Romney,2482,1.2167606769
MA,Paxton,2502,Obama,1119,Romney,1354,0.8264401773
MA,Peabody,26890,Obama,15010,Romney,11616,1.2921831956
MA,Pelham,887,Obama,728,Romney,132,5.5151515152
MA,Pembroke,9759,Obama,4574,Romney,5073,0.9016361128
MA,Pepperell,6482,Obama,2936,Romney,3426,0.8569760654
MA,Peru,474,Obama,324,Romney,136,2.3823529412
MA,Petersham,814,Obama,451,Romney,338,1.3343195266
MA,Phillipston,951,Obama,464,Romney,469,0.9893390192
MA,Pittsfield,19988,Obama,15600,Romney,4044,3.8575667656
MA,Plainfield,385,Obama,286,Romney,83,3.4457831325
MA,Plainville,4396,Obama,2068,Romney,2269,0.9114147201
MA,Plymouth,29736,Obama,15106,Romney,14258,1.0594753822
MA,Plympton,1738,Obama,776,Romney,928,0.8362068966
MA,Princeton,2302,Obama,1112,Romney,1148,0.968641115
MA,Provincetown,2380,Obama,2121,Romney,210,10.1
MA,Quincy,40156,Obama,24714,Romney,14816,1.6680615551
MA,Randolph,15113,Obama,11430,Romney,3550,3.2197183099
MA,Raynham,6967,Obama,3217,Romney,3657,0.8796828001
MA,Reading,14257,Obama,7447,Romney,6640,1.1215361446
MA,Rehoboth,6257,Obama,2912,Romney,3246,0.8971041282
MA,Revere,16897,Obama,11141,Romney,5560,2.0037769784
MA,Richmond,923,Obama,688,Romney,226,3.0442477876
MA,Rochester,3125,Obama,1362,Romney,1704,0.7992957746
MA,Rockland,8640,Obama,4526,Romney,3989,1.1346202056
MA,Rockport,4744,Obama,2982,Romney,1670,1.7856287425
MA,Rowe,241,Obama,140,Romney,92,1.5217391304
MA,Rowley,3582,Obama,1596,Romney,1935,0.8248062016
MA,Royalston,676,Obama,391,Romney,267,1.4644194757
MA,Russell,788,Obama,388,Romney,386,1.0051813472
MA,Rutland,4471,Obama,2071,Romney,2329,0.8892228424
MA,Salem,19435,Obama,13429,Romney,5635,2.3831410825
MA,Salisbury,4277,Obama,2278,Romney,1938,1.1754385965
MA,Sandisfield,455,Obama,294,Romney,154,1.9090909091
MA,Sandwich,12433,Obama,5802,Romney,6492,0.893715342
MA,Saugus,13656,Obama,6957,Romney,6557,1.0610035077
MA,Savoy,355,Obama,241,Romney,103,2.3398058252
MA,Scituate,11321,Obama,5528,Romney,5659,0.9768510338
MA,Seekonk,7269,Obama,3772,Romney,3382,1.1153163808
MA,Sharon,10338,Obama,6558,Romney,3659,1.7922929762
MA,Sheffield,1832,Obama,1291,Romney,503,2.5666003976
MA,Shelburne,1134,Obama,873,Romney,226,3.8628318584
MA,Sherborn,2653,Obama,1430,Romney,1179,1.2128922816
MA,Shirley,3130,Obama,1553,Romney,1482,1.0479082321
MA,Shrewsbury,18054,Obama,9674,Romney,8154,1.1864115771
MA,Shutesbury,1250,Obama,1028,Romney,156,6.5897435897
MA,Somerset,9907,Obama,6091,Romney,3674,1.657866086
MA,Somerville,34622,Obama,28467,Romney,4865,5.8513874615
MA,Southampton,3494,Obama,1861,Romney,1584,1.1748737374
MA,Southborough,5804,Obama,2935,Romney,2782,1.0549964055
MA,Southbridge,6604,Obama,4256,Romney,2291,1.8577040594
MA,South Hadley,8761,Obama,5362,Romney,3252,1.6488314883
MA,Southwick,4901,Obama,2050,Romney,2770,0.7400722022
MA,Spencer,5530,Obama,2617,Romney,2785,0.9396768402
MA,Springfield,53908,Obama,42963,Romney,10372,4.1422097956
MA,Sterling,4775,Obama,2029,Romney,2667,0.7607799025
MA,Stockbridge,1208,Obama,944,Romney,226,4.1769911504
MA,Stoneham,12368,Obama,6634,Romney,5580,1.1888888889
MA,Stoughton,13890,Obama,8119,Romney,5591,1.4521552495
MA,Stow,4256,Obama,2348,Romney,1831,1.2823593665
MA,Sturbridge,5245,Obama,2514,Romney,2615,0.961376673
MA,Sudbury,10482,Obama,6026,Romney,4341,1.3881594103
MA,Sunderland,1862,Obama,1363,Romney,404,3.3737623762
MA,Sutton,5357,Obama,2181,Romney,3087,0.7065111759
MA,Swampscott,8206,Obama,4899,Romney,3202,1.5299812617
MA,Swansea,7882,Obama,4512,Romney,3269,1.3802386051
MA,Taunton,22620,Obama,13479,Romney,8783,1.5346692474
MA,Templeton,3777,Obama,1857,Romney,1851,1.0032414911
MA,Tewksbury,16081,Obama,7540,Romney,8332,0.9049447912
MA,Tisbury,2485,Obama,1845,Romney,595,3.1008403361
MA,Tolland,278,Obama,110,Romney,155,0.7096774194
MA,Topsfield,4010,Obama,1800,Romney,2164,0.831792976
MA,Townsend,4923,Obama,2087,Romney,2725,0.7658715596
MA,Truro,1467,Obama,1041,Romney,399,2.6090225564
MA,Tyngsborough,6293,Obama,2837,Romney,3361,0.8440940196
MA,Tyringham,258,Obama,173,Romney,85,2.0352941176
MA,Upton,4196,Obama,1985,Romney,2132,0.9310506567
MA,Uxbridge,7181,Obama,3325,Romney,3728,0.8918991416
MA,Wakefield,14478,Obama,7486,Romney,6806,1.0999118425
MA,Wales,927,Obama,479,Romney,434,1.1036866359
MA,Walpole,13984,Obama,6360,Romney,7456,0.8530042918
MA,Waltham,25066,Obama,15748,Romney,8816,1.7862976407
MA,Ware,4249,Obama,2390,Romney,1783,1.3404374649
MA,Wareham,10856,Obama,6069,Romney,4632,1.3102331606
MA,Warren,2303,Obama,1219,Romney,1002,1.2165668663
MA,Warwick,453,Obama,334,Romney,109,3.0642201835
MA,Washington,315,Obama,239,Romney,69,3.4637681159
MA,Watertown,16716,Obama,11878,Romney,4516,2.6302037201
MA,Wayland,8260,Obama,5153,Romney,2975,1.7321008403
MA,Webster,6706,Obama,3476,Romney,3111,1.1173256188
MA,Wellesley,14549,Obama,8243,Romney,6144,1.3416341146
MA,Wellfleet,2242,Obama,1568,Romney,619,2.5331179321
MA,Wendell,555,Obama,425,Romney,70,6.0714285714
MA,Wenham,2359,Obama,1058,Romney,1265,0.8363636364
MA,Westborough,8952,Obama,4999,Romney,3818,1.3093242535
MA,West Boylston,4167,Obama,2029,Romney,2083,0.9740758521
MA,West Bridgewater,3955,Obama,1734,Romney,2169,0.7994467497
MA,West Brookfield,1946,Obama,964,Romney,950,1.0147368421
MA,Westfield,17735,Obama,9228,Romney,8178,1.1283932502
MA,Westford,12896,Obama,6385,Romney,6295,1.0142970612
MA,Westhampton,1058,Obama,639,Romney,385,1.6597402597
MA,Westminster,4276,Obama,1940,Romney,2245,0.864142539
